iter	RMSE
0	0.002692510168
1	0.002488942861
2	0.002311438758
3	0.002156107974
4	0.002020852204
5	0.001906184794
6	0.001808632111
7	0.001725707862
8	0.00165500786
9	0.001595112497
10	0.001544350677
11	0.001502526463
12	0.001467117407
13	0.001437702137
14	0.001412923813
15	0.001392571483
16	0.001375849557
17	0.001362190915
18	0.001350493101
19	0.001340330289
20	0.001331478078
21	0.001324192233
22	0.001317844278
23	0.001312356768
24	0.001307584729
25	0.001303572763
26	0.001300232276
27	0.00129716765
28	0.001294457737
29	0.001292095721
30	0.001289885593
31	0.001287995477
32	0.001286212089
33	0.001284759916
34	0.001283239938
35	0.001281808931
36	0.001280477276
37	0.001279424708
38	0.001278153414
39	0.001276908047
40	0.00127577012
41	0.001274817877
42	0.001273710598
43	0.00127275292
44	0.001271807809
45	0.001271083629
46	0.001270208884
47	0.001269578946
48	0.001268771585
49	0.001268150535
50	0.001267242597
51	0.001266546735
52	0.00126576402
53	0.001264798338
54	0.001264295344
55	0.00126348168
56	0.001262866297
57	0.001262046022
58	0.001261416544
59	0.001261010749
60	0.001260289964
61	0.001259603971
62	0.001258842626
63	0.001258212542
64	0.001257735445
65	0.001256797113
66	0.001255917424
67	0.001255184928
68	0.00125469828
69	0.001253970423
70	0.001253597995
71	0.001253011494
72	0.001252394285
73	0.001251657509
74	0.001251206356
75	0.001250652895
76	0.001250197754
77	0.001249654347
78	0.00124891968
79	0.001248298101
80	0.001247638747
81	0.001247173207
82	0.001246613228
83	0.001246220089
84	0.001245668733
85	0.001245060723
86	0.001244543178
87	0.001243877588
88	0.001243247842
89	0.001242704726
90	0.001242248717
91	0.001241774773
92	0.001241222961
93	0.001240683054
94	0.001240225618
95	0.001239704995
96	0.001239243027
97	0.00123887772
98	0.001238496228
99	0.001238221445
100	0.001237690411
101	0.001237330041
102	0.001236894599
103	0.001236520875
104	0.001235909894
105	0.001235587078
106	0.00123508413
107	0.001234533932
108	0.001234241366
109	0.001233692279
110	0.00123320684
111	0.001232627051
112	0.001232191641
113	0.001231419682
114	0.00123100781
115	0.001230541246
116	0.001230041696
117	0.001229448037
118	0.00122900507
119	0.001228565557
120	0.001228114111
121	0.001227794346
122	0.001227410871
123	0.001226800858
124	0.00122634134
125	0.001225838243
126	0.001225317903
127	0.001224811138
128	0.001224328189
129	0.001224040757
130	0.00122364504
131	0.001223265499
132	0.001222797123
133	0.001222188032
134	0.001221742191
135	0.001221325529
136	0.001220726305
137	0.00122027895
138	0.001219784113
139	0.001219390657
140	0.001218962149
141	0.001218391876
142	0.001217772576
143	0.001217325947
144	0.00121686284
145	0.00121639051
146	0.001215863027
147	0.00121543835
148	0.00121515003
149	0.001214890211
150	0.001214593821
151	0.001214224912
152	0.001213817985
153	0.001213446397
154	0.001213042594
155	0.001212697423
156	0.001212270752
157	0.001211926677
158	0.001211477953
159	0.001211153123
160	0.001210836285
161	0.001210372544
162	0.001210160723
163	0.001209791157
164	0.001209360557
165	0.00120899799
166	0.001208632958
167	0.001208294633
168	0.00120794511
169	0.001207334894
170	0.001206980932
171	0.001206431337
172	0.001206013085
173	0.001205564242
174	0.001205390564
175	0.001205188249
176	0.001204791742
177	0.00120429585
178	0.001203804163
179	0.001203290936
180	0.001202944578
181	0.001202666993
182	0.001202290301
183	0.001201840691
184	0.001201441908
185	0.001201044632
186	0.001200756461
187	0.001200413285
188	0.001200193623
189	0.001199861484
190	0.001199562952
191	0.0011992036
192	0.001198800228
193	0.001198468778
194	0.001198130896
195	0.001197794294
196	0.001197575074
197	0.001197088286
198	0.00119665985
199	0.001196281882
200	0.001195854072
201	0.001195574353
202	0.001195349611
203	0.001194971987
204	0.001194545573
205	0.001194174181
206	0.001193934955
207	0.001193623735
208	0.001193281654
209	0.001192955211
210	0.001192730256
211	0.001192534468
212	0.001192058353
213	0.001191669641
214	0.001191419638
215	0.001191078851
216	0.001190815707
217	0.001190379392
218	0.001190076266
219	0.001189741089
220	0.001189477844
221	0.001189167646
222	0.001188789801
223	0.00118853442
224	0.001188303078
225	0.00118782016
226	0.001187360617
227	0.001186967292
228	0.001186635756
229	0.001186439706
230	0.001186115657
231	0.001185885331
232	0.001185537047
233	0.001185192653
234	0.001184860757
235	0.00118466266
236	0.001184338094
237	0.001184186018
238	0.001183825192
239	0.001183459645
240	0.00118314188
241	0.001182777751
242	0.001182463884
243	0.001182284307
244	0.001182049218
245	0.001181663071
246	0.001181292222
247	0.00118091125
248	0.001180673255
249	0.001180514201
250	0.001180153626
251	0.001179914297
252	0.001179589812
253	0.001179188581
254	0.001178953798
255	0.001178692032
256	0.001178422504
257	0.001178125237
258	0.001177876286
259	0.001177757525
260	0.001177437769
261	0.00117712794
262	0.001176702507
263	0.001176518075
264	0.001176322039
265	0.00117601645
266	0.001175837794
267	0.001175540616
268	0.001175284653
269	0.001175013965
270	0.001174731592
271	0.00117449902
272	0.0011741097
273	0.00117371475
274	0.001173497773
275	0.001173216388
276	0.00117302991
277	0.001172759855
278	0.001172427615
279	0.001172128788
280	0.001171879738
281	0.001171523337
282	0.001171308806
283	0.001171155109
284	0.0011709118
285	0.001170595265
286	0.001170290138
287	0.001169994213
288	0.001169765919
289	0.0011693746
290	0.001169130796
291	0.001168940884
292	0.001168662805
293	0.001168386251
294	0.001168092368
295	0.001167862662
296	0.001167716115
297	0.001167493956
298	0.001167235442
299	0.001167006976
300	0.001166798736
301	0.001166619479
302	0.0011663176
303	0.001166004562
304	0.001165775725
305	0.001165512699
306	0.001165238525
307	0.001165045643
308	0.001164829905
309	0.001164583755
310	0.001164259125
311	0.001164023622
312	0.001163761316
313	0.001163511715
314	0.001163318509
315	0.001163053297
316	0.001162836797
317	0.001162514898
318	0.001162307645
319	0.001162130235
320	0.001161789321
321	0.001161571834
322	0.001161380653
323	0.001161262504
324	0.001161034465
325	0.001160713189
326	0.001160472851
327	0.001160234435
328	0.001159998197
329	0.001159765857
330	0.001159598506
331	0.001159380206
332	0.001159101754
333	0.001158914511
334	0.001158673758
335	0.001158377859
336	0.001158126357
337	0.001157830069
338	0.001157574682
339	0.001157268624
340	0.001156902208
341	0.001156531307
342	0.001156228796
343	0.001155967707
344	0.001155860596
345	0.00115563428
346	0.00115541243
347	0.00115517919
348	0.001154940804
349	0.001154805061
350	0.001154591813
351	0.00115441598
352	0.001154235548
353	0.001154093992
354	0.001153854528
355	0.00115364752
356	0.001153510982
357	0.001153361209
358	0.001153127477
359	0.001152852127
360	0.001152529208
361	0.001152295079
362	0.001152144408
363	0.001151942195
364	0.001151751855
365	0.00115159952
366	0.001151481848
367	0.0011512418
368	0.001150953311
369	0.001150770012
370	0.00115062179
371	0.001150350686
372	0.001150026468
373	0.001149771803
374	0.001149600684
375	0.00114929985
376	0.001149017128
377	0.001148887274
378	0.001148643444
379	0.001148426549
380	0.001148155698
381	0.001147846091
382	0.001147672307
383	0.001147480522
384	0.001147265825
385	0.001147000816
386	0.001146756437
387	0.00114659234
388	0.001146252356
389	0.001146082555
390	0.001145829922
391	0.001145676205
392	0.001145309019
393	0.001145092041
394	0.001144856288
395	0.001144668229
396	0.001144507736
397	0.001144316355
398	0.001144174118
399	0.001143940078
400	0.001143783263
401	0.001143531743
402	0.001143394064
403	0.001143175959
404	0.00114292481
405	0.001142732704
406	0.001142432782
407	0.001142195064
408	0.001141967637
409	0.001141638242
410	0.001141450434
411	0.001141267107
412	0.001141037336
413	0.001140905186
414	0.001140774079
415	0.001140545398
416	0.001140386867
417	0.001140275595
418	0.001140023718
419	0.001139843663
420	0.001139599684
421	0.00113934415
422	0.001139236225
423	0.00113899245
424	0.001138832952
425	0.001138586058
426	0.001138429935
427	0.001138076032
428	0.001137858433
429	0.001137605662
430	0.001137358413
431	0.001137172395
432	0.001137049475
433	0.00113692671
434	0.001136724938
435	0.001136499906
436	0.001136361151
437	0.00113608389
438	0.001135955602
439	0.001135730714
440	0.001135599087
441	0.001135374105
442	0.001135275141
443	0.001135086538
444	0.001134896619
445	0.001134677874
446	0.001134419021
447	0.001134192711
448	0.001133944631
449	0.001133831026
450	0.001133725481
451	0.001133517172
452	0.001133217466
453	0.001132956051
454	0.001132832268
455	0.001132657681
456	0.001132499152
457	0.001132394076
458	0.001132198031
459	0.001132067253
460	0.001131895244
461	0.001131713749
462	0.001131480872
